t,delta_theta
111.760000,32.426672
111.800000,32.415422
111.840000,32.404663
111.880000,32.394443
111.920000,32.384804
111.960000,32.375786
112.000000,32.367425
112.040000,32.359755
112.080000,32.352807
112.120000,32.346609
112.160000,32.341185
112.200000,32.336560
112.240000,32.332754
112.280000,32.329787
112.320000,32.327677
112.360000,32.326439
112.400000,32.326088
112.440000,32.326637
112.480000,32.328099
112.520000,32.330486
112.560000,32.333809
112.600000,32.338077
112.640000,32.343300
112.680000,32.349487
112.720000,32.356648
112.760000,32.364792
112.800000,32.373926
112.840000,32.384060
112.880000,32.395203
112.920000,32.407362
112.960000,32.420547
113.000000,32.434768
113.040000,32.450033
113.080000,32.466352
113.120000,32.483735
113.160000,32.502193
113.200000,32.521734
113.240000,32.542372
113.280000,32.564116
113.320000,32.586978
113.360000,32.610969
113.400000,32.636102
113.440000,32.662389
113.480000,32.689842
113.520000,32.718473
113.560000,32.748295
113.600000,32.779321
113.640000,32.811562
113.680000,32.845030
113.720000,32.879738
113.760000,32.915697
113.800000,32.952916
113.840000,32.991407
113.880000,33.031178
113.920000,33.072236
113.960000,33.114589
114.000000,33.158240
114.040000,33.203193
114.080000,33.249449
114.120000,33.297005
114.160000,33.345858
114.200000,33.396000
114.240000,33.447420
114.280000,33.500103
114.320000,33.554031
114.360000,33.609180
114.400000,33.665522
114.440000,33.723023
114.480000,33.781645
114.520000,33.841342
114.560000,33.902064
114.600000,33.963752
114.640000,34.026343
114.680000,34.089766
114.720000,34.153942
114.760000,34.218786
114.800000,34.284208
114.840000,34.350109
114.880000,34.416383
114.920000,34.482921
114.960000,34.549607
115.000000,34.616318
115.040000,34.682930
115.080000,34.749312
115.120000,34.815335
115.160000,34.880862
115.200000,34.945761
115.240000,35.009894
115.280000,35.073130
115.320000,35.135334
115.360000,35.196378
115.400000,35.256136
115.440000,35.314486
115.480000,35.371313
115.520000,35.426505
115.560000,35.479958
115.600000,35.531576
115.640000,35.581267
115.680000,35.628950
115.720000,35.674550
115.760000,35.717999
115.800000,35.759237
115.840000,35.798212
115.880000,35.834878
115.920000,35.869199
115.960000,35.901143
116.000000,35.930684
116.040000,35.957805
116.080000,35.982493
116.120000,36.004740
116.160000,36.024544
116.200000,36.041907
116.240000,36.056835
116.280000,36.069341
116.320000,36.079439
116.360000,36.087146
116.400000,36.092486
116.440000,36.095484
116.480000,36.096170
116.520000,36.094574
116.560000,36.090734
116.600000,36.084689
116.640000,36.076482
116.680000,36.066161
116.720000,36.053777
116.760000,36.039385
116.800000,36.023047
116.840000,36.004828
116.880000,35.984798
116.920000,35.963035
116.960000,35.939621
117.000000,35.914644
117.040000,35.888201
117.080000,35.860392
117.120000,35.831327
117.160000,35.801120
117.200000,35.769895
117.240000,35.737781
117.280000,35.704911
117.320000,35.671429
117.360000,35.637482
117.400000,35.603220
117.440000,35.568802
117.480000,35.534388
117.520000,35.500140
117.560000,35.466222
117.600000,35.432802
117.640000,35.400044
117.680000,35.368112
117.720000,35.337167
117.760000,35.307367
117.800000,35.278867
117.840000,35.251813
117.880000,35.226347
117.920000,35.202604
117.960000,35.180709
118.000000,35.160780
118.040000,35.142926
118.080000,35.127244
118.120000,35.113825
118.160000,35.102747
118.200000,35.094080
118.240000,35.087883
118.280000,35.084204
118.320000,35.083084
118.360000,35.084552
118.400000,35.088629
118.440000,35.095328
118.480000,35.104652
118.520000,35.116597
118.560000,35.131152
118.600000,35.148298
118.640000,35.168009
118.680000,35.190255
118.720000,35.214999
118.760000,35.242197
118.800000,35.271804
118.840000,35.303768
118.880000,35.338033
118.920000,35.374541
118.960000,35.413228
119.000000,35.454031
119.040000,35.496880
119.080000,35.541705
119.120000,35.588434
119.160000,35.636992
119.200000,35.687302
119.240000,35.739286
119.280000,35.792865
119.320000,35.847958
119.360000,35.904481
119.400000,35.962351
119.440000,36.021483
119.480000,36.081790
119.520000,36.143185
119.560000,36.205579
119.600000,36.268882
119.640000,36.333002
119.680000,36.397847
119.720000,36.463324
119.760000,36.529337
119.800000,36.595791
119.840000,36.662589
119.880000,36.729633
119.920000,36.796825
119.960000,36.864067
120.000000,36.931260
120.040000,36.998305
120.080000,37.065104
120.120000,37.131559
120.160000,37.197575
120.200000,37.263057
120.240000,37.327912
120.280000,37.392050
120.320000,37.455386
120.360000,37.517835
120.400000,37.579319
120.440000,37.639762
120.480000,37.699096
120.520000,37.757255
120.560000,37.814180
120.600000,37.869819
120.640000,37.924124
120.680000,37.977056
120.720000,38.028581
120.760000,38.078671
120.800000,38.127306
120.840000,38.174472
120.880000,38.220161
120.920000,38.264373
120.960000,38.307112
121.000000,38.348389
121.040000,38.388221
121.080000,38.426629
121.120000,38.463639
121.160000,38.499283
121.200000,38.533596
121.240000,38.566618
121.280000,38.598390
121.320000,38.628957
121.360000,38.658368
121.400000,38.686672
121.440000,38.713921
121.480000,38.740168
121.520000,38.765467
121.560000,38.789873
121.600000,38.813442
121.640000,38.836227
121.680000,38.858285
121.720000,38.879669
121.760000,38.900434
121.800000,38.920633
121.840000,38.940316
121.880000,38.959535
121.920000,38.978339
121.960000,38.996775
122.000000,39.014888
122.040000,39.032722
122.080000,39.050319
122.120000,39.067719
122.160000,39.084959
122.200000,39.102074
122.240000,39.119098
122.280000,39.136061
122.320000,39.152991
122.360000,39.169913
122.400000,39.186853
122.440000,39.203829
122.480000,39.220860
122.520000,39.237962
122.560000,39.255147
122.600000,39.272425
122.640000,39.289804
122.680000,39.307288
122.720000,39.324879
122.760000,39.342575
122.800000,39.360372
122.840000,39.378262
122.880000,39.396236
122.920000,39.414279
122.960000,39.432376
123.000000,39.450504
123.040000,39.468643
123.080000,39.486764
123.120000,39.504838
123.160000,39.522830
123.200000,39.540705
123.240000,39.558421
123.280000,39.575935
123.320000,39.593198
123.360000,39.610159
123.400000,39.626765
123.440000,39.642956
123.480000,39.658672
123.520000,39.673848
123.560000,39.688417
123.600000,39.702307
123.640000,39.715447
123.680000,39.727759
123.720000,39.739166
123.760000,39.749588
123.800000,39.758945
123.840000,39.767154
123.880000,39.774132
123.920000,39.779796
123.960000,39.784064
124.000000,39.786855
124.040000,39.788089
124.080000,39.787689
124.120000,39.785581
124.160000,39.781694
124.200000,39.775964
124.240000,39.768330
124.280000,39.758738
124.320000,39.747142
124.360000,39.733503
124.400000,39.717791
124.440000,39.699985
124.480000,39.680074
124.520000,39.658059
124.560000,39.633949
124.600000,39.607769
124.640000,39.579553
124.680000,39.549348
124.720000,39.517212
124.760000,39.483216
124.800000,39.447443
124.840000,39.409986
124.880000,39.370950
124.920000,39.330447
124.960000,39.288602
125.000000,39.245542
125.040000,39.201405
125.080000,39.156332
125.120000,39.110465
125.160000,39.063952
125.200000,39.016939
125.240000,38.969571
125.280000,38.921990
125.320000,38.874335
125.360000,38.826739
125.400000,38.779329
125.440000,38.732225
125.480000,38.685537
125.520000,38.639368
125.560000,38.593811
125.600000,38.548950
125.640000,38.504857
125.680000,38.461597
125.720000,38.419222
125.760000,38.377779
125.800000,38.337301
125.840000,38.297815
125.880000,38.259339
125.920000,38.221884
125.960000,38.185452
126.000000,38.150041
126.040000,38.115640
126.080000,38.082235
126.120000,38.049807
126.160000,38.018331
126.200000,37.987781
126.240000,37.958124
126.280000,37.929328
126.320000,37.901356
126.360000,37.874172
126.400000,37.847736
126.440000,37.822008
126.480000,37.796946
126.520000,37.772509
126.560000,37.748655
126.600000,37.725341
126.640000,37.702526
126.680000,37.680167
126.720000,37.658224
126.760000,37.636654
126.800000,37.615418
126.840000,37.594476
126.880000,37.573789
126.920000,37.553318
126.960000,37.533027
127.000000,37.512878
127.040000,37.492836
127.080000,37.472867
127.120000,37.452937
127.160000,37.433013
127.200000,37.413064
127.240000,37.393058
127.280000,37.372965
127.320000,37.352757
127.360000,37.332405
127.400000,37.311882
127.440000,37.291163
127.480000,37.270221
127.520000,37.249032
127.560000,37.227573
127.600000,37.205819
127.640000,37.183750
127.680000,37.161344
127.720000,37.138580
127.760000,37.115439
127.800000,37.091901
127.840000,37.067947
127.880000,37.043559
127.920000,37.018721
127.960000,36.993415
128.000000,36.967625
128.040000,36.941336
128.080000,36.914531
128.120000,36.887196
128.160000,36.859316
128.200000,36.830877
128.240000,36.801865
128.280000,36.772265
128.320000,36.742064
128.360000,36.711249
128.400000,36.679805
128.440000,36.647718
128.480000,36.614975
128.520000,36.581562
128.560000,36.547464
128.600000,36.512667
128.640000,36.477155
128.680000,36.440914
128.720000,36.403926
128.760000,36.366175
128.800000,36.327644
128.840000,36.288314
128.880000,36.248166
128.920000,36.207182
128.960000,36.165338
129.000000,36.122615
129.040000,36.078988
129.080000,36.034434
129.120000,35.988927
129.160000,35.942442
129.200000,35.894951
129.240000,35.846425
129.280000,35.796835
129.320000,35.746150
129.360000,35.694338
129.400000,35.641368
129.440000,35.587206
129.480000,35.531818
129.520000,35.475170
129.560000,35.417227
129.600000,35.357956
129.640000,35.297322
129.680000,35.235293
129.720000,35.171836
129.760000,35.106921
129.800000,35.040518
129.840000,34.972603
129.880000,34.903152
129.920000,34.832145
129.960000,34.759567
130.000000,34.685408
130.040000,34.609664
130.080000,34.532335
130.120000,34.453430
130.160000,34.372965
130.200000,34.290963
130.240000,34.207458
130.280000,34.122492
130.320000,34.036116
130.360000,33.948391
130.400000,33.859389
130.440000,33.769192
130.480000,33.677891
130.520000,33.585587
130.560000,33.492390
130.600000,33.398419
130.640000,33.303800
130.680000,33.208666
130.720000,33.113155
130.760000,33.017409
130.800000,32.921572
130.840000,32.825789
130.880000,32.730207
130.920000,32.634969
130.960000,32.540214
131.000000,32.446077
131.040000,32.352688
131.080000,32.260167
131.120000,32.168629
131.160000,32.078178
131.200000,31.988908
131.240000,31.900904
131.280000,31.814241
131.320000,31.728982
131.360000,31.645180
131.400000,31.562879
131.440000,31.482113
131.480000,31.402905
131.520000,31.325273
131.560000,31.249224
131.600000,31.174759
131.640000,31.101873
131.680000,31.030554
131.720000,30.960786
131.760000,30.892550
131.800000,30.825822
131.840000,30.760577
131.880000,30.696787
131.920000,30.634424
131.960000,30.573457
132.000000,30.513859
132.040000,30.455600
132.080000,30.398653
132.120000,30.342993
132.160000,30.288595
132.200000,30.235439
132.240000,30.183506
132.280000,30.132780
132.320000,30.083248
132.360000,30.034903
132.400000,29.987738
132.440000,29.941752
132.480000,29.896949
132.520000,29.853333
132.560000,29.810917
132.600000,29.769715
132.640000,29.729746
132.680000,29.691032
132.720000,29.653601
132.760000,29.617483
132.800000,29.582713
132.840000,29.549330
132.880000,29.517373
132.920000,29.486889
132.960000,29.457925
133.000000,29.430530
133.040000,29.404758
133.080000,29.380662
133.120000,29.358298
133.160000,29.337722
133.200000,29.318993
133.240000,29.302168
133.280000,29.287304
133.320000,29.274456
133.360000,29.263680
133.400000,29.255028
133.440000,29.248549
133.480000,29.244290
133.520000,29.242293
133.560000,29.242595
133.600000,29.245229
133.640000,29.250220
133.680000,29.257588
133.720000,29.267346
133.760000,29.279496
133.800000,29.294035
133.840000,29.310950
133.880000,29.330217
133.920000,29.351804
133.960000,29.375668
134.000000,29.401755
134.040000,29.430003
134.080000,29.460337
134.120000,29.492673
134.160000,29.526915
134.200000,29.562961
134.240000,29.600698
134.280000,29.640003
134.320000,29.680749
134.360000,29.722801
134.400000,29.766019
134.440000,29.810257
134.480000,29.855370
134.520000,29.901207
134.560000,29.947620
134.600000,29.994461
134.640000,30.041585
134.680000,30.088848
134.720000,30.136115
134.760000,30.183253
134.800000,30.230138
134.840000,30.276652
134.880000,30.322687
134.920000,30.368142
134.960000,30.412926
135.000000,30.456957
135.040000,30.500162
135.080000,30.542478
135.120000,30.583851
135.160000,30.624236
135.200000,30.663596
135.240000,30.701902
135.280000,30.739136
135.320000,30.775283
135.360000,30.810336
135.400000,30.844296
135.440000,30.877168
135.480000,30.908962
135.520000,30.939693
135.560000,30.969381
135.600000,30.998047
135.640000,31.025717
135.680000,31.052421
135.720000,31.078187
135.760000,31.103048
135.800000,31.127039
135.840000,31.150193
135.880000,31.172546
135.920000,31.194135
135.960000,31.214996
136.000000,31.235165
136.040000,31.254681
136.080000,31.273578
136.120000,31.291894
136.160000,31.309663
136.200000,31.326921
136.240000,31.343703
136.280000,31.360042
136.320000,31.375972
136.360000,31.391524
136.400000,31.406730
136.440000,31.421620
136.480000,31.436225
136.520000,31.450572
136.560000,31.464691
136.600000,31.478606
136.640000,31.492346
136.680000,31.505935
136.720000,31.519396
136.760000,31.532755
136.800000,31.546032
136.840000,31.559251
136.880000,31.572431
136.920000,31.585594
136.960000,31.598758
137.000000,31.611942
137.040000,31.625165
137.080000,31.638443
137.120000,31.651794
137.160000,31.665232
137.200000,31.678774
137.240000,31.692435
137.280000,31.706228
137.320000,31.720167
137.360000,31.734266
137.400000,31.748538
137.440000,31.762994
137.480000,31.777647
137.520000,31.792508
137.560000,31.807589
137.600000,31.822901
137.640000,31.838453
137.680000,31.854258
137.720000,31.870324
137.760000,31.886662
137.800000,31.903283
137.840000,31.920195
137.880000,31.937409
137.920000,31.954935
137.960000,31.972782
138.000000,31.990962
138.040000,32.009483
138.080000,32.028356
138.120000,32.047593
138.160000,32.067203
138.200000,32.087199
138.240000,32.107591
138.280000,32.128392
138.320000,32.149614
138.360000,32.171271
138.400000,32.193377
138.440000,32.215945
138.480000,32.238990
138.520000,32.262530
138.560000,32.286579
138.600000,32.311157
138.640000,32.336280
138.680000,32.361969
138.720000,32.388244
138.760000,32.415126
138.800000,32.442637
138.840000,32.470802
138.880000,32.499645
138.920000,32.529192
138.960000,32.559470
139.000000,32.590507
139.040000,32.622333
139.080000,32.654978
139.120000,32.688476
139.160000,32.722858
139.200000,32.758159
139.240000,32.794415
139.280000,32.831662
139.320000,32.869937
139.360000,32.909280
139.400000,32.949729
139.440000,32.991325
139.480000,33.034107
139.520000,33.078117
139.560000,33.123396
139.600000,33.169985
139.640000,33.217924
139.680000,33.267253
139.720000,33.318012
139.760000,33.370239
139.800000,33.423969
139.840000,33.479237
139.880000,33.536076
139.920000,33.594513
139.960000,33.654574
140.000000,33.716280
140.040000,33.779649
140.080000,33.844693
140.120000,33.911417
140.160000,33.979822
140.200000,34.049901
140.240000,34.121642
140.280000,34.195021
140.320000,34.270011
140.360000,34.346573
140.400000,34.424662
140.440000,34.504221
140.480000,34.585188
140.520000,34.667488
140.560000,34.751042
140.600000,34.835758
140.640000,34.921540
140.680000,35.008284
140.720000,35.095877
140.760000,35.184204
140.800000,35.273143
140.840000,35.362570
140.880000,35.452358
140.920000,35.542378
140.960000,35.632503
141.000000,35.722605
141.040000,35.812561
141.080000,35.902249
141.120000,35.991553
141.160000,36.080361
141.200000,36.168570
141.240000,36.256082
141.280000,36.342805
141.320000,36.428658
141.360000,36.513565
141.400000,36.597461
141.440000,36.680286
141.480000,36.761990
141.520000,36.842530
141.560000,36.921869
141.600000,36.999979
141.640000,37.076835
141.680000,37.152421
141.720000,37.226723
141.760000,37.299733
141.800000,37.371444
141.840000,37.441855
141.880000,37.510966
141.920000,37.578776
141.960000,37.645288
142.000000,37.710502
142.040000,37.774421
142.080000,37.837044
142.120000,37.898370
142.160000,37.958393
142.200000,38.017109
142.240000,38.074507
142.280000,38.130576
142.320000,38.185298
142.360000,38.238655
142.400000,38.290622
142.440000,38.341172
142.480000,38.390274
142.520000,38.437893
142.560000,38.483992
142.600000,38.528528
142.640000,38.571457
142.680000,38.612733
142.720000,38.652308
142.760000,38.690132
142.800000,38.726156
142.840000,38.760328
142.880000,38.792601
142.920000,38.822926
142.960000,38.851261
143.000000,38.877564
143.040000,38.901797
143.080000,38.923930
143.120000,38.943938
143.160000,38.961801
143.200000,38.977508
143.240000,38.991056
143.280000,39.002452
143.320000,39.011708
143.360000,39.018849
143.400000,39.023909
143.440000,39.026930
143.480000,39.027966
143.520000,39.027077
143.560000,39.024336
143.600000,39.019821
143.640000,39.013621
143.680000,39.005830
143.720000,38.996550
143.760000,38.985888
143.800000,38.973956
143.840000,38.960869
143.880000,38.946748
143.920000,38.931712
143.960000,38.915883
144.000000,38.899383
144.040000,38.882333
144.080000,38.864851
144.120000,38.847055
144.160000,38.829057
144.200000,38.810968
144.240000,38.792891
144.280000,38.774929
144.320000,38.757175
144.360000,38.739720
144.400000,38.722648
144.440000,38.706037
144.480000,38.689961
144.520000,38.674487
144.560000,38.659676
144.600000,38.645586
144.640000,38.632268
144.680000,38.619768
144.720000,38.608127
144.760000,38.597384
144.800000,38.587571
144.840000,38.578719
144.880000,38.570853
144.920000,38.563997
144.960000,38.558171
145.000000,38.553392
145.040000,38.549675
145.080000,38.547034
145.120000,38.545481
145.160000,38.545025
145.200000,38.545675
145.240000,38.547438
145.280000,38.550322
145.320000,38.554330
145.360000,38.559469
145.400000,38.565743
145.440000,38.573154
145.480000,38.581707
145.520000,38.591405
145.560000,38.602249
145.600000,38.614243
145.640000,38.627387
145.680000,38.641684
145.720000,38.657134
145.760000,38.673738
145.800000,38.691497
145.840000,38.710410
145.880000,38.730476
145.920000,38.751693
145.960000,38.774060
146.000000,38.797573
146.040000,38.822228
146.080000,38.848020
146.120000,38.874943
146.160000,38.902989
146.200000,38.932148
146.240000,38.962412
146.280000,38.993767
146.320000,39.026200
146.360000,39.059696
146.400000,39.094238
146.440000,39.129807
146.480000,39.166382
146.520000,39.203940
146.560000,39.242456
146.600000,39.281904
146.640000,39.322255
146.680000,39.363479
146.720000,39.405544
146.760000,39.448416
146.800000,39.492059
146.840000,39.536436
146.880000,39.581510
146.920000,39.627240
146.960000,39.673588
147.000000,39.720512
147.040000,39.767971
147.080000,39.815923
147.120000,39.864328
147.160000,39.913144
147.200000,39.962332
147.240000,40.011852
147.280000,40.061666
147.320000,40.111738
147.360000,40.162034
147.400000,40.212520
147.440000,40.263168
147.480000,40.313949
147.520000,40.364840
147.560000,40.415819
147.600000,40.466867
147.640000,40.517972
147.680000,40.569121
147.720000,40.620308
147.760000,40.671530
147.800000,40.722788
147.840000,40.774086
147.880000,40.825434
147.920000,40.876845
147.960000,40.928335
148.000000,40.979926
148.040000,41.031642
148.080000,41.083512
148.120000,41.135567
148.160000,41.187841
148.200000,41.240373
148.240000,41.293203
148.280000,41.346373
148.320000,41.399927
148.360000,41.453912
148.400000,41.508372
148.440000,41.563356
148.480000,41.618908
148.520000,41.675074
148.560000,41.731898
148.600000,41.789420
148.640000,41.847678
148.680000,41.906706
148.720000,41.966533
148.760000,42.027183
148.800000,42.088672
148.840000,42.151011
148.880000,42.214201
148.920000,42.278237
148.960000,42.343104
149.000000,42.408776
149.040000,42.475219
149.080000,42.542390
149.120000,42.610233
149.160000,42.678685
149.200000,42.747674
149.240000,42.817116
149.280000,42.886921
149.320000,42.956994
149.360000,43.027230
149.400000,43.097521
149.440000,43.167757
149.480000,43.237824
149.520000,43.307607
149.560000,43.376994
149.600000,43.445875
149.640000,43.514143
149.680000,43.581697
149.720000,43.648441
149.760000,43.714287
149.800000,43.779156
149.840000,43.842977
149.880000,43.905689
149.920000,43.967239
149.960000,44.027586
150.000000,44.086697
