theta,omega
3.1059238084,-0.8499406248
2.2370181256,-1.2718252747
3.0336566800,-0.6204014585
2.3699399158,-0.9740118220
3.0779202765,-0.8494302100
2.1626336277,-1.2826015072
2.9723955244,-0.6638119752
2.5495245357,-1.1349990101
2.2444366764,-1.0669964666
3.1386544602,-0.5333402464
2.4622597077,-1.0863751793
3.1036158533,-0.8460955964
2.2807885179,-1.2557169858
3.0645359591,-0.5913293585
3.0700335212,-0.9048910384
2.3905869338,-1.0791026862
3.0326186916,-0.8334088973
2.2571523489,-1.1889609131
3.0835543696,-0.5768474616
2.8380669419,-0.6242678386
2.3436008987,-1.1183162328
3.0301037831,-0.9187244993
2.7053431390,-0.8351208280
3.0901936046,-0.8975776088
2.2422308276,-1.1969143957
3.0767927183,-0.5853688582
3.0407893803,-0.9094085096
2.5660344865,-0.9440540453
2.4443498615,-0.9184871639
3.1044845780,-0.7496868720
2.9310130413,-0.5532757351
3.1342443732,-0.8418324081
3.0282738532,-0.9308280942
2.7635089328,-0.7886920527
3.0376532299,-0.8459358259
2.2753285194,-1.1724279426
3.1053625804,-0.5583912627
3.0354458355,-0.8498431419
2.2979559549,-1.1531149593
3.1369692703,-0.5396317718
2.9736020402,-0.9342498251
3.0246095330,-0.5921951956
2.5668931305,-0.8316758815
2.7515050105,-0.8408924500
3.0427334368,-0.8183470832
2.1799245812,-1.2542607302
3.0053609491,-0.6426677085
2.7194142452,-0.7153047946
3.0954610997,-0.7574516272
2.4963042559,-1.1232031668
3.1228065644,-0.8427529092
2.6559517901,-1.0857240158
2.6645226773,-1.0599023254
2.8991168387,-0.7235011741
2.4859890283,-1.0032135702
3.0314266358,-0.8244413993
2.2180806498,-1.2194122476
3.0421643125,-0.6071648346
2.4483448338,-0.9204893199
2.4473857562,-1.1326984349
3.0367833308,-0.8436860037
2.2782253907,-1.1660440849
3.1180020530,-0.5517950609
2.4461430190,-1.1076543530
3.0496746279,-0.8498141810
2.2418190462,-1.2018684937
3.0663093443,-0.5904791095
2.7292206672,-0.7057069265
3.1385471237,-0.5068510397
3.0574779326,-0.8519464980
2.2101239882,-1.2218978282
3.0431513424,-0.6098451280
2.5369717982,-1.0175674669
3.0838281728,-0.8532621045
2.1568809871,-1.2830996153
2.9762399677,-0.6645792375
2.5514439581,-1.1316744485
2.4449779849,-1.1116927215
3.0450730177,-0.8490494006
2.2544603234,-1.1844968712
3.0925109603,-0.5709949446
2.4206616503,-0.9370687008
2.2108206514,-1.0857201506
3.1140240577,-0.5544876016
3.0257609524,-0.9178879561
2.7106476874,-0.8287521412
2.4638858480,-1.0920628705
3.0886942998,-0.8512143316
2.1607686630,-1.2893486830
2.9753448912,-0.6658332352
2.5060727891,-1.1531054268
3.0940070432,-0.8477218505
2.2000866751,-1.2850291000
2.9952277270,-0.6460573116
2.5297997910,-1.0287951373
3.0585376494,-0.7921975248
2.2648374986,-1.2627404941
3.0494250181,-0.6044073037
3.0817406074,-0.8510286094
2.1628060420,-1.2857676530
2.9708899204,-0.6649910379
2.5011045936,-1.1573789918
3.0737600306,-0.8513353577
2.1626285163,-1.2693548515
2.9873551017,-0.6545653295
3.0666936246,-0.8514829815
2.1754174755,-1.2594361338
2.9996615186,-0.6475110556
2.8297225190,-0.6332182570
2.4532983105,-1.0306569718
3.0324322505,-0.8486421796
2.3117370792,-1.1426219894
3.1289188888,-0.8414220477
2.8879578212,-0.9836339192
3.1154898064,-0.8496767077
2.3352113790,-1.2314847114
3.1214106080,-0.5519389345
2.9595348315,-0.5313103700
2.9488888806,-0.9425068470
3.1334295931,-0.5097623718
2.7342410319,-0.8537610630
3.1270183292,-0.7294914772
2.1980164287,-1.0956311696
3.1003793934,-0.5651009700
3.1413203050,-0.8435508088
3.0676324407,-0.9058081793
2.4105574964,-1.0636186773
3.0459073211,-0.8491026606
2.2565173948,-1.1895951214
3.0827326312,-0.5776086402
2.6679275812,-0.9098892637
2.6822253322,-0.8971900097
3.0407836728,-0.8450547672
2.2719869248,-1.1726765219
3.1095944951,-0.5597736550
3.0706047684,-0.8540700375
2.1768003629,-1.2544689685
3.0039298984,-0.6419814710
3.1154064160,-0.8837652833
2.1714476285,-1.2904172759
2.9812126371,-0.6622817780
2.6888778166,-1.0696963983
2.4479925514,-1.1331612427
3.0364863821,-0.8441725587
2.2769572557,-1.1661575553
3.1174699089,-0.5514019389
3.0549291172,-0.8541598651
2.2342222808,-1.2025662439
3.0688809866,-0.5906339069
2.8052457796,-0.9996360490
3.0418697319,-0.8114642322
2.1694347205,-1.2723985365
2.9815931859,-0.6576201383
2.9096205164,-0.9771074128
3.0369082361,-0.8228277412
2.2025138138,-1.2302332527
3.0332773459,-0.6188125146
3.0263805358,-0.8299565523
2.2595774593,-1.1841725068
3.0945911168,-0.5726851753
2.9846779761,-0.9309630714
2.9710406918,-0.6335405243
2.7350306159,-1.0511166182
2.0562167756,-1.1913019004
2.9598559083,-0.6753995005
2.2247186753,-1.2753076073
3.0244496267,-0.6259186464
3.0307805196,-0.8450301534
2.3112939815,-1.1386993216
3.0314626216,-0.8384194790
2.2862612286,-1.1656920291
3.1154971599,-0.5523456730
2.8926917953,-0.9646593775
3.0295622353,-0.8237510821
2.2231649756,-1.2149649204
3.0479194014,-0.6026049132
3.0617902149,-0.8550338705
2.2156937905,-1.2202209326
3.0466491734,-0.6095886138
2.5720827531,-1.0951905908
3.0292845950,-0.8367078050
2.2929171313,-1.1608246527
3.1224132300,-0.5474004018
2.4043749937,-0.9490811130
2.6818345133,-1.0511941779
2.2445323889,-1.0653717966
3.1405501373,-0.5297264412
3.0279400800,-0.8347824281
2.2716197303,-1.1743189511
3.1079251891,-0.5622500190
3.0518952870,-0.8053235608
2.1623841079,-1.2895789418
2.9762092732,-0.6652786617
2.5306749552,-1.1417728016
2.4795343260,-0.8955269715
2.4398693920,-1.1164528838
3.0384572779,-0.8464032450
2.2790372105,-1.1705229585
3.1084318015,-0.5569689913
2.4721248269,-1.1295569164
3.0750775148,-0.8525391160
2.1693558086,-1.2654267854
2.9928721418,-0.6523947102
3.1284727366,-0.7333866956
3.0259444586,-0.9157138993
2.6935013618,-0.8464246116
3.0869944921,-0.7674130503
3.0482285263,-0.8533655560
2.2590523930,-1.1812294130
3.0971359391,-0.5678036771
2.7004660446,-0.8842156702
3.0407104261,-0.8518813922
2.2946657808,-1.1530498627
3.1359552959,-0.5379757429
2.4633917101,-1.0884263104
3.0981242341,-0.8483740862
2.2154487122,-1.2810012925
3.0066735413,-0.6387360889
2.8349401340,-0.7729415931
3.0118034982,-0.6032943228
2.1252250601,-1.1445659605
3.0271009524,-0.6229877142
2.4399732901,-1.1246629211
3.0359463166,-0.8430935524
2.2771552998,-1.1663786452
3.1173251440,-0.5518525381
2.7694100855,-0.6791435542
2.9500418909,-0.6472905682
2.3842525137,-1.2117455203
3.0582318039,-0.7929969165
2.2588952157,-1.2648132004
3.0445542590,-0.6077372677
2.9877580287,-0.5094688598
3.0342118588,-0.8477688456
2.3176720293,-1.1358031095
3.0543766428,-0.8023162861
2.1736827745,-1.2900977608
2.9835107823,-0.6585256886
2.8879295513,-0.9814790521
3.0389581565,-0.8509895189
2.2968243392,-1.1507455799
3.1389010999,-0.5351502415
3.0655825081,-0.8532043852
2.1946453880,-1.2446460421
3.0122107493,-0.6337020076
3.0437238646,-0.9120797927
2.5778028423,-0.9319311528
2.4790080932,-1.0677045506
3.0473929927,-0.8018809387
2.1700436666,-1.2897414889
2.9736065242,-0.6625242071
2.6054780885,-1.1088019009
3.0554063223,-0.7962531755
2.2164607237,-1.2804677350
3.0077662201,-0.6375080914
2.9765828839,-0.5222535405
3.0359044064,-0.8242132022
2.2101504493,-1.2233101361
3.0419749977,-0.6118424882
2.4938459655,-0.8818660590
2.7923635962,-1.0059955351
2.6592806346,-0.9134675133
2.5764983218,-0.9812673046
2.4393775908,-1.1202427793
3.0366315294,-0.8448497600
2.2864634151,-1.1653872136
3.1158537214,-0.5519518695
3.0687352114,-0.8513810374
2.1717634804,-1.2640764511
2.9883078748,-0.6498568974
3.0527270335,-0.8547965863
2.2580681289,-1.1850694427
3.0932216854,-0.5734958080
2.4681494324,-1.0810771271
3.1245732125,-0.8431983927
2.6760365758,-1.0773702508
2.8640554873,-0.9770867343
3.1345240516,-0.8447587979
2.8797771847,-0.9844065940
3.1014962793,-0.8493353216
2.2333062879,-1.2748293767
3.0218332064,-0.6264105253
2.5916868801,-1.0878272718
2.7931003780,-1.0058872548
2.6034554819,-0.9599271144
2.6199042979,-0.7911042820
3.0688208470,-0.7835547882
2.4747673893,-1.1662555040
3.0458257818,-0.8494232738
2.2702247914,-1.1751359378
3.1066729930,-0.5629679705
3.0493719064,-0.8078087494
2.1579363088,-1.2861956337
2.9752138168,-0.6657445134
2.5068633254,-1.1526276441
3.0967431253,-0.8472589641
2.2176326549,-1.2796288839
3.0095675741,-0.6346586504
2.4342761900,-1.1249234876
3.0316739559,-0.8415717536
2.2828853912,-1.1654719930
3.1145891543,-0.5504385895
2.7391310977,-0.7024485961
3.1147708510,-0.5221730802
2.5724198534,-1.0972729995
3.0466984654,-0.8005759381
2.1707673210,-1.2901591511
2.9809422996,-0.6624062131
2.6807087159,-1.0733274763
2.3118740266,-1.0188348987
3.0692096908,-0.7877100729
2.4046988108,-1.1996816469
3.1259196857,-0.8433415945
2.7353992419,-1.0495278713
2.6688762930,-0.7566652258
3.1107569809,-0.7437727132
2.7783193125,-0.6720986815
2.8830398123,-0.6975128459
2.4425701243,-1.0410577045
3.1234912904,-0.8455858452
2.5470547133,-1.1333855949
3.0145172099,-0.9208401932
2.7882893613,-0.7742477063
2.6221279397,-1.0758330716
2.8505446199,-0.6160349560
2.2596923447,-1.1879684926
3.0855289909,-0.5758847815
3.1236357511,-0.8823437364
2.2080693871,-1.2825976384
3.0019037243,-0.6403032449
2.9604203602,-0.9381745657
3.0821453064,-0.5479842058
3.1022555187,-0.8518137585
2.2021065710,-1.2838406684
3.0044122704,-0.6437060650
2.8497736224,-0.9827393959
2.9562236609,-0.5333568582
2.5718316543,-1.0991283793
3.1024077616,-0.7510136060
2.4107415567,-0.9476697624
2.8825292342,-0.5929652669
2.1801442026,-1.2884742546
2.9884898368,-0.6545854895
3.1386382757,-0.8423795365
3.0395910893,-0.8481639230
2.2859904006,-1.1603348426
3.1260596199,-0.5459922512
2.4761765898,-1.1288284485
3.0730485018,-0.8489972099
2.1621352531,-1.2774224705
2.9752290302,-0.6602078477
2.7072478250,-1.0616810828
3.0813700700,-0.7736888167
3.0181127911,-0.9310444176
2.8060287642,-0.7590834518
3.0709447478,-0.5544160886
3.1250470463,-0.8415189820
2.7571468906,-1.0397051521
2.8845980133,-0.5923181757
2.1883092198,-1.2869505414
2.9940206113,-0.6515593155
3.0539892210,-0.8545170042
2.2450628739,-1.1946169475
3.0799113232,-0.5829036400
3.0374655707,-0.9105470611
2.5919267789,-0.9239702309
2.5779149387,-0.8194000387
2.8128848846,-0.7944306838
3.1239741451,-0.7379163120
2.8327036116,-0.6286866620
2.3952205956,-1.0781703614
3.0351404622,-0.8356212969
2.2545927288,-1.1856136173
3.0915285567,-0.5728005860
2.4674404810,-1.0787866814
3.1412077657,-0.8443148290
3.0770044548,-0.9117092644
2.3722797821,-1.0972306973
3.0692103628,-0.7890080382
2.3807924389,-1.2110557858
3.1088174984,-0.7504051479
3.1167107322,-0.8484617342
2.3780702984,-1.2114900297
3.0948205834,-0.7610343906
3.0714467963,-0.4475566526
3.0395328180,-0.8137796981
2.1753984746,-1.2638065851
2.9900137646,-0.6505618202
3.0305682227,-0.8470634792
2.3221257852,-1.1356265916
3.0413137663,-0.8112110114
2.1653259583,-1.2746664774
2.9783786587,-0.6585669746
2.8180277329,-1.0137330435
2.8754052220,-0.9733701403
3.0400060561,-0.8198386703
2.1871302207,-1.2455618036
3.0149262930,-0.6340851213
3.0731836172,-0.7812890019
2.5865108852,-1.1153139903
3.0307455944,-0.8353734144
2.2736631587,-1.1697269081
3.1129657329,-0.5557170161
3.0355792661,-0.8487476919
2.3179650470,-1.1361390958
3.0476739204,-0.8114517058
2.1580782703,-1.2801693714
2.9784780742,-0.6628456724
2.6333913907,-1.0938203588
2.7826440593,-1.0095716737
3.0326677579,-0.8468277776
2.3131497549,-1.1379083079
3.0332664770,-0.8312795591
2.2404398979,-1.1960811750
3.0769669217,-0.5831689651
3.0108410112,-0.9246156923
2.8322532601,-0.7363926316
2.8881212160,-0.6969005903
2.4246532065,-1.0518286369
3.0777140873,-0.8493126331
2.1622168119,-1.2827489182
2.9721328610,-0.6638008878
2.5473478683,-1.1358369141
3.0505120057,-0.8013297449
2.1785303147,-1.2893074748
2.9786388317,-0.6602716001
2.7502223340,-1.0447429181
2.5334901612,-1.1134831067
3.1299676751,-0.8469943081
2.6549911677,-1.0845019878
2.4709791178,-1.1304304677
3.0614809199,-0.8500249883
2.1913018435,-1.2451836360
3.0104867123,-0.6332196320
2.4447391732,-1.1315586900
3.0362414602,-0.8426054458
2.2773019954,-1.1669613461
3.1168174079,-0.5528724441
2.4855770679,-1.1284041519
3.0803824685,-0.8519456093
2.1594220431,-1.2785009210
2.9800157340,-0.6620978588
2.6788583178,-1.0734360439
2.6957009995,-0.8834660542
2.6604898017,-0.7586338523
3.0687952877,-0.7829243712
2.5017015565,-1.1585888548
3.0704464857,-0.8525151857
2.1792102150,-1.2541617052
3.0051238367,-0.6424009115
2.4432308852,-1.1298050089
3.0365096824,-0.8422241644
2.2770843278,-1.1676594012
3.1160785347,-0.5539135062
2.5207120627,-1.0327896813
3.1264376288,-0.7355430930
2.0468951781,-1.1976121021
2.9506448183,-0.6837264292
2.1617796961,-1.2890545160
2.9762731541,-0.6647156085
2.5486654053,-1.1330256122
3.0531184525,-0.9079714278
2.4923387165,-0.9972716228
3.1287853926,-0.7292889855
2.7518239194,-0.6911441872
3.0416215866,-0.5810463950
3.1341924358,-0.8454568544
2.8340141975,-1.0042635630
2.6583572190,-0.9130696410
2.5900985822,-0.9764569887
3.0347429507,-0.4737791246
3.0456924807,-0.8026223857
2.1655783432,-1.2893739463
2.9711908824,-0.6637309770
2.5417020658,-1.1377550306
2.1002719283,-1.1649894729
2.9929862616,-0.6464433066
2.4463167762,-1.1107343800
3.0467913462,-0.8495968401
2.2510283082,-1.1878586496
3.0882038192,-0.5748389353
3.0453897509,-0.8533983751
2.2861595576,-1.1616116535
3.1248846126,-0.5481846239
2.2009555864,-1.0953615582
3.0950283862,-0.5665284290
3.0263100941,-0.8359809227
2.2906910395,-1.1599449810
3.1225381231,-0.5449087135
2.4392074498,-1.1240718735
3.0355287214,-0.8431495045
2.2881714151,-1.1646239926
3.1171591056,-0.5514799989
3.0548719591,-0.9055717431
2.4667745360,-1.0221189468
3.0571446778,-0.8540248160
2.2214715770,-1.2127937702
3.0552107321,-0.6009077234
3.0541528910,-0.9080870904
2.4897721042,-0.9997279963
2.7537081378,-0.8370629864
3.0497574566,-0.8042950186
2.1591252941,-1.2902004762
2.9745141297,-0.6646666633
2.5333262162,-1.1390372132
2.4680630023,-1.0822825407
3.1203232360,-0.8444713526
2.5395672582,-1.1406121203
3.0271692631,-0.8445403682
2.3204348370,-1.1354638191
3.0553200549,-0.8043402811
2.1709985481,-1.2901867045
2.9811276609,-0.6621155750
2.6944016131,-1.0670039726
2.4899880970,-1.0592882655
2.8282035069,-0.7758555273
3.0345879083,-0.5839008682
3.0657483960,-0.8532553474
2.1937747006,-1.2453224972
3.0113340494,-0.6342808033
2.8840783558,-0.7361358471
2.6382713487,-0.8858780209
3.0520448969,-0.8544335536
2.2556771456,-1.1861833160
3.0913624082,-0.5742179692
2.5314106754,-0.8574993306
2.8017167968,-1.0034090689
2.8821870167,-0.9703427372
3.0349742096,-0.8293617071
2.2379484933,-1.2008758287
3.0717464768,-0.5895378665
2.6592261579,-0.9131368587
2.5803548425,-0.9776126935
3.0418318571,-0.4683816341
3.0382032742,-0.9136727862
2.6172455935,-0.9010801360
2.6146189842,-0.9508207902
3.0390841798,-0.8112486392
2.1674481450,-1.2707144127
2.9819005888,-0.6554473235
3.0315071353,-0.9285136596
2.7276193453,-0.8153760365
2.5962184900,-1.0892933593
2.0190915043,-1.2169040563
2.9165703995,-0.7059714011
2.2940817387,-1.1572206330
3.1264115639,-0.5416845095
3.0916838810,-0.8976039071
2.2383213736,-1.2008095017
3.0718890019,-0.5897418151
2.7724202108,-0.8216303291
3.1386202523,-0.8400254431
2.5637162665,-0.9990708696
3.0703776165,-0.8523701806
2.1764106348,-1.2620396131
2.9916718389,-0.6490133981
3.0773022090,-0.8535001107
2.1615350722,-1.2720458449
2.9850643999,-0.6569662133
2.9887351807,-0.9414754570
2.9856587792,-0.6210950076
3.1043354590,-0.8479843468
2.2700415224,-1.2603514683
3.0545377291,-0.5996830542
3.0299647904,-0.8290307206
2.2424081264,-1.1990803204
3.0690724693,-0.5863729268
2.7148629531,-1.0383000805
3.1005956001,-0.8902488337
2.1766455565,-1.2608089021
2.9926371078,-0.6477896103
3.0307296591,-0.8323392337
2.2579889787,-1.1818745358
3.0961835272,-0.5683220738
2.5351402153,-0.8519327504
2.9427804530,-0.9505325756
3.0888623438,-0.7703868231
3.1074094422,-0.8475663485
2.3039782213,-1.2464464021
3.0850177318,-0.5759401249
2.1238606872,-1.1500984173
3.0153132425,-0.6302078265
2.6685210122,-1.0571385168
3.0291266148,-0.8385957727
2.2867514815,-1.1630042450
3.1182628023,-0.5481469502
2.3849348366,-1.2091515975
3.0037688982,-0.4989395864
3.0556510012,-0.9089819967
2.4948794167,-0.9971634102
3.1347799964,-0.7269708560
2.8289108414,-0.9895153142
2.6153287828,-0.9554067311
3.0481316242,-0.8492522573
2.2531910401,-1.1881080487
3.0887252054,-0.5761708297
2.4750760240,-1.0724516205
2.6091008016,-0.9538304478
2.7500279374,-1.0262053420
2.4975451089,-0.8822172161
2.3248759622,-1.0078973294
3.0388675556,-0.8201698447
2.1924751557,-1.2466439490
3.0098073209,-0.6354575212
2.4620919423,-1.1328218509
3.0462344184,-0.8495263314
2.2573456831,-1.1834530457
3.0944766388,-0.5705974952
3.0415297809,-0.8183507936
2.1707744771,-1.2587132958
2.9983572709,-0.6450589314
2.6803899825,-1.0550620075
2.7808257377,-0.6671879410
2.8328195595,-0.7377216266
2.8912293543,-0.6894721920
2.3475082985,-1.1136864055
3.1358921456,-0.7241035863
2.9289159278,-0.9516342133
3.0355717303,-0.8235962110
2.2079378092,-1.2306295906
3.0287945658,-0.6193967926
3.0441992779,-0.8084877214
2.1610422445,-1.2837026753
2.9711639817,-0.6638221643
2.5375514779,-1.1397947115
2.4021230687,-0.9505975515
2.4883812247,-1.0673288224
3.0571095267,-0.7990237625
2.1944234229,-1.2856922319
2.9988246922,-0.6472260421
2.4718250352,-1.0750404746
2.5350467148,-0.8559322572
3.1161074419,-0.8846141055
2.1713806162,-1.2901847395
2.9742817741,-0.6618695547
2.6359870174,-1.0946765986
2.4437766894,-1.1241788466
3.0388115812,-0.8442983366
2.2810929052,-1.1657195027
3.1192702933,-0.5525765896
2.7723517688,-1.0128937913
2.7637441263,-0.6835357844
2.9866628448,-0.6195685354
2.8592646112,-0.9790593438
2.6806119876,-0.8997430737
3.0984189038,-0.4248100621
3.0324656973,-0.8347420856
2.2581607396,-1.1815123465
3.0965794568,-0.5678231727
3.0631540117,-0.7926152936
2.2749994894,-1.2566425643
3.0672258462,-0.5936255185
3.0943131998,-0.8469019739
2.2062463679,-1.2830919778
3.0004582986,-0.6414297223
2.3338908692,-1.0016397383
3.0338184606,-0.8326387767
2.2531173862,-1.1932729313
3.0781579829,-0.5818887787
3.0533289172,-0.9095015738
2.5101127928,-0.9850787369
3.0473314456,-0.8532334259
2.2668426976,-1.1756289579
3.1050556589,-0.5622582327
3.0470457774,-0.8069175477
2.1542352427,-1.2867107111
2.9733054610,-0.6652561035
2.5036800697,-1.1525997586
3.1031575794,-0.8499606233
2.2164996051,-1.2792288889
3.0161964332,-0.6343768424
2.4489001864,-1.1021845432
3.0587791861,-0.8501686669
2.2021051898,-1.2354960671
3.0225111819,-0.6240670119
2.8038012263,-0.7951478011
2.4002364337,-0.9524238093
2.4418282854,-1.1148082074
3.0407401167,-0.8474380378
2.2758423172,-1.1738859571
3.1041389863,-0.5609970623
3.0481966065,-0.8019887580
2.1716644080,-1.2896329785
2.9744869068,-0.6624108019
2.6188144678,-1.1031338758
3.0306099420,-0.8349322647
2.2714385393,-1.1713308390
3.1106924398,-0.5573199933
2.7706823743,-0.8234159037
2.8476640805,-0.7611085188
2.9113921727,-0.6781765916
2.2197002978,-1.2149088880
3.0528490396,-0.6029400508
3.0627109865,-0.8536265985
2.1945746661,-1.2354713100
3.0259042575,-0.6232444919
2.5085746200,-1.1195386038
3.1237845160,-0.7296949014
2.4573808110,-1.1331232914
3.0423930417,-0.8481103001
2.2726922994,-1.1769073469
3.1001980966,-0.5644727293
3.0738358260,-0.8521995285
2.1696508851,-1.2703894241
2.9829965124,-0.6558891061
3.0245940807,-0.9323295593
2.7917729493,-0.7670923784
3.1285540562,-0.5148358685
3.0566577595,-0.7915396248
2.2608607315,-1.2634795568
3.0470840866,-0.6046645625
3.0312312577,-0.8354518548
2.2737055436,-1.1756662424
3.1017304368,-0.5628939248
3.0269609426,-0.8367632493
2.2954930140,-1.1569554644
3.1270281688,-0.5421903982
2.6787358476,-1.0544589478
2.9038203503,-0.5750224176
2.6321624386,-1.0979293218
3.0397665109,-0.9106633290
2.5847504949,-0.9304133984
2.5693168292,-0.9919292661
2.9414503169,-0.5458977201
3.0277450317,-0.8435217405
2.3204613192,-1.1367908110
3.0306705212,-0.8287916278
2.2408432539,-1.2009435027
3.0668201326,-0.5885969972
2.7391381448,-0.7036212031
3.1237574159,-0.5170007996
3.0387736806,-0.8507644996
2.3076775721,-1.1439872226
2.3633053381,-0.9771429215
3.0659721204,-0.8492336502
